wordID,word,count
283,imię,120
284,kiedykolwiek,120
285,nadal,119
286,powiedziałem,118
287,pierwszy,118
288,sposób,118
289,pociąg,116
290,daj,116
291,czym,116
292,gra,116
293,bądź,116
294,szkole,116
295,mógłbyś,116
296,pytanie,115
297,podoba,115
298,chciałem,115
299,swoich,115
300,padać,114
301,tygodniu,114
302,ani,114
303,mógłbym,114
304,wiedział,114
305,dziecko,113
306,jedzenie,113
307,południu,112
308,myśli,112
309,byli,112
310,wcześnie,112
311,musiał,112
312,pomocy,111
313,wiedziałem,110
314,taki,110
315,powinien,110
316,angielskiego,109
317,francuskiego,108
318,kot,108
319,obiad,108
320,japonii,107
321,spać,107
322,mieć,107
323,przyszedł,106
324,której,106
325,matka,106
326,film,106
327,dziękuję,106
328,mówisz,106
329,godziny,105
330,dwie,105
331,telefon,105
332,mogłem,105
333,życia,105
334,dni,105
335,nikogo,105
336,zanim,104
337,psa,104
338,znowu,104
339,nad,103
340,książki,103
341,wody,103
342,powinniśmy,103
343,zdanie,103
344,mówię,102
345,później,102
346,która,101
347,moich,101
348,zna,101
349,powiedziała,101
350,jeden,101
351,twoją,101
352,przyjdzie,100
353,codziennie,100
354,jakieś,99
355,jaka,98
356,zwykle,98
357,były,98
358,rozmawiać,98
359,tą,97
360,powiedziałeś,97
361,znasz,97
362,przyjaciół,97
363,przestań,97
364,pomoc,96
365,dokładnie,96
366,wszystkich,96
367,byłeś,96
368,bo,95
369,słyszałem,95
370,chodzi,94
371,dalej,94
372,idź,94
373,zły,94
374,żebym,94
375,człowiek,93
376,takie,93
377,miejsce,93
378,podczas,93
379,jedzenia,93
380,umie,92
381,miała,92
382,nami,92
383,czuję,92
384,będziemy,92
385,końcu,91
386,mówią,91
387,pomysł,91
388,jako,91
389,u,91
390,jechać,91
391,mało,91
392,dał,91
393,nasz,90
394,zrobiłem,90
395,twojego,90
396,sobą,90
397,takiego,90
398,kupił,89
399,przyjść,89
400,stąd,89
401,prawdę,89
402,śniadanie,89
403,minut,89
404,słowa,89
405,maria,89
406,gdyby,88
407,potrzebuje,88
408,kocha,87
409,siostra,87
410,twojej,87
411,zmęczony,87
412,mniej,87
413,zaczęło,86
414,czegoś,86
415,ponieważ,86
416,szczęśliwy,86
417,oczy,86
418,tych,86
419,aż,86
420,pamiętam,85
421,tobie,84
422,świecie,84
423,śnieg,84
424,nowego,84
425,źle,84
426,samo,84
427,pozwól,84
428,pracuje,83
429,język,83
430,dobre,83
431,nich,83
432,wyjść,83
433,wyszedł,83
434,zaczyna,83
435,dziewczyna,82
436,niczego,82
437,tyle,82
438,znać,82
439,bym,82
440,ulubiony,82
441,czytać,82
442,dlatego,81
443,mieście,81
444,spotkałem,81
445,zaczął,80
446,mówił,80
447,prawdopodobnie,80
448,wierzę,79
449,wkrótce,79
450,książek,79
451,pani,79
452,nienawidzę,79
453,widziałeś,78
454,dolarów,78
455,mów,78
456,kupiłem,78
457,każdego,78
458,miejscu,78
459,ode,78
460,ogóle,78
461,kogoś,78
462,głodny,77
463,nasze,77
464,rower,77
465,gdybym,77
466,brat,77
467,uczy,77
468,sądzę,77
469,ciężko,77
470,pójść,77
471,mama,77
472,całkiem,77
473,piłkę,76
474,została,76
475,oboje,76
476,zjeść,76
477,trzeba,75
478,we,75
479,dobra,75
480,spotkanie,75
481,kogo,75
482,uważam,75
483,noc,74
484,rację,74
485,albo,74
486,większość,74
487,umarł,74
488,zastanawiam,74
489,robisz,73
490,wtedy,73
491,ponad,73
492,trudno,73
493,chwilę,73
494,zrobię,73
495,ciągle,73
496,stary,73
497,telewizji,73
498,nauczyć,73
499,pływać,72
500,duży,72
501,pojęcia,72
502,potrafi,72
503,kawę,72
504,ojca,72
505,zeszłym,72
506,ogląda,72
507,wrócił,71
508,wieku,71
509,nauczycielem,71
510,włosy,71
511,osób,71
512,rodzice,71
513,wyglądasz,70
514,john,70
515,komputer,70
516,mogą,70
517,chory,70
518,którą,70
519,pięć,69
520,innych,69
521,ziemi,69
522,miasto,69
523,telefonu,69
524,ostatni,69
525,dziesięć,69
526,widzę,68
527,kawy,68
528,zimno,68
529,będą,68
530,łatwo,68
531,koty,68
532,którego,68
533,dobrym,68
534,dwóch,68
535,niektórzy,68
536,zostało,68
537,wiadomość,68
538,uwierzyć,68
539,pogoda,67
540,natychmiast,67
541,tomek,67
542,idę,66
543,godzinę,66
544,wina,66
545,pracować,66
546,wszystkim,66
547,australii,66
548,okno,66
549,późno,65
550,nazywa,65
551,jedną,65
552,przyjaciółmi,65
553,miasta,65
554,porządku,65
555,zupełnie,65
556,angielski,65
557,próbował,65
558,stole,64
559,słowo,64
560,dobrą,64
561,dość,64
562,ręce,64
563,przyjacielem,64
564,pisać,64
565,samochodu,64
566,lub,64
567,telewizję,64
568,dzieje,64
569,pana,63
570,lubią,63
571,temat,63
572,całą,63
573,działa,63
574,spróbować,63
575,zegarek,62
576,nauczyciel,62
577,udało,62
578,tydzień,62
579,cieszę,62
580,pić,62
581,ważne,62
582,gotowy,62
583,którzy,62
584,chcemy,62
585,uwielbiam,62
586,powiedzieli,62
587,rodziców,61
588,błąd,61
589,zdjęcie,61
590,daleko,61
591,powiem,61
592,kwiaty,61
593,dam,61
594,czasie,61
595,żona,61
596,mężczyzna,61
597,chwili,61
598,was,61
599,umiem,60
600,poszedłem,60
601,plan,60
602,dać,60
603,innego,60
604,wziąć,60
605,powód,60
606,wystarczająco,60
607,piękne,59
608,nasza,59
609,trzech,59
610,chłopiec,59
611,prawo,59
612,zrobiła,59
613,mały,58
614,pozwolić,58
615,dłużej,58
616,ryby,58
617,byliśmy,58
618,człowiekiem,58
619,mimo,58
620,pomógł,58
621,parku,58
622,jakiś,58
623,zrobi,58
624,osobą,58
625,poprosił,58
626,mąż,57
627,urodziny,57
628,miło,57
629,słownik,57
630,przyszłym,57
631,cztery,57
632,byś,57
633,widział,57
634,odpowiedź,57
635,żadnych,57
636,potrzebujemy,57
637,jesteście,57
638,jednym,56
639,muzyki,56
640,żyje,56
641,widzisz,56
642,języka,56
643,zapomniałem,56
644,góry,56
645,młody,56
646,radę,56
647,szkoda,56
648,sporo,56
649,zewnątrz,56
650,wypadku,55
651,około,55
652,skąd,55
653,rzecz,55
654,jakby,55
655,próbowałem,55
656,wcale,55
657,między,55
658,syna,55
659,musiałem,55
660,ostatnio,55
661,mieszkam,55
662,słońce,55
663,samym,55
664,zaskoczony,55
665,pada,54
666,praca,54
667,spotkać,54
668,chodźmy,54
669,woda,54
670,należy,54
671,nowe,54
672,również,54
673,stolicą,54
674,cokolwiek,54
675,kota,54
676,lekarza,54
677,jedno,54
678,myślał,54
679,zapomnij,54
680,zamierzam,54
681,możliwe,54
682,kosztuje,53
683,nagle,53
684,czasami,53
685,piękny,53
686,mógłby,53
687,zdania,53
688,zrobiłeś,53
689,boli,53
690,zgubiłem,53
691,mleko,53
692,klasie,53
693,mieliśmy,53
694,niech,53
695,którym,53
696,których,53
697,robię,52
698,zmarł,52
699,miłość,52
700,numer,52
701,gdzieś,52
702,dzieckiem,52
703,piękna,52
704,świat,52
705,idzie,52
706,zostanie,52
707,żyć,52
708,francuski,52
709,ken,52
710,starszy,52
711,czekać,52
712,wypadek,52
713,najbardziej,52
714,pracuję,52
715,całe,52
716,pójdę,52
717,pomoże,52
718,zaraz,51
719,policja,51
720,otwarte,51
721,10,51
722,buty,51
723,potrafię,51
724,nikomu,51
725,wolno,51
726,zrozumieć,51
727,czasem,51
728,chciałbyś,51
729,gdybyś,50
730,sama,50
731,jabłko,50
732,chcą,50
733,tokio,50
734,autobus,50
735,rękę,50
736,rób,50
737,dostać,50
738,odpowiedzi,50
739,jaką,50
740,głowy,49
741,gazetę,49
742,poproszę,49
743,kobieta,49
744,inny,49
745,wolę,49
746,dzięki,49
747,kuchni,49
748,moi,49
749,pewno,49
750,zazwyczaj,49
751,zapłacić,49
752,sensu,48
753,chodzić,48
754,postanowił,48
755,naszej,48
756,zadowolony,48
757,pół,48
758,mówiłem,48
759,byłam,48
760,wiemy,48
761,ponownie,47
762,prezent,47
763,strony,47
764,prowadzić,47
765,inne,47
766,godzin,47
767,samemu,47
768,szczęście,47
769,wróci,47
770,obok,47
771,wrócić,47
772,poniedziałek,47
773,nożną,47
774,herbatę,47
775,człowieka,47
776,mieszkanie,47
777,pojechać,46
778,widzieć,46
779,rzadko,46
780,syn,46
781,mecz,46
782,klucz,46
783,obawiam,46
784,gry,46
785,sprawę,46
786,powrotem,46
787,klucze,46
788,kraju,46
789,naszym,46
790,my,46
791,zostawił,45
792,znów,45
793,mleka,45
794,skończyłem,45
795,miesiącu,45
796,ulicy,45
797,duże,45
798,dziwne,45
799,twarz,45
800,samochodem,45
801,mogła,45
802,życiu,45
803,głupi,45
804,problemy,45
805,zobaczył,45
806,da,44
807,piwo,44
808,deszcz,44
809,weź,44
810,chłopak,44
811,pewnie,44
812,chciała,44
813,lekarz,44
814,odwiedzić,44
815,picia,44
816,samolot,44
817,egzamin,44
818,jedzą,44
819,kobiety,44
820,nimi,44
821,obchodzi,44
822,jeżeli,44
823,spójrz,43
824,rok,43
825,japońsku,43
826,szkoła,43
827,miejsca,43
828,dopiero,43
829,niedługo,43
830,górę,43
831,pije,43
832,stać,43
833,ciasto,43
834,psy,43
835,robił,43
836,wszystkiego,43
837,znalazł,43
838,raczej,43
839,powstrzymać,43
840,pytania,43
841,pewny,43
842,trzydzieści,43
843,zjadł,43
844,prawdopodobne,43
845,kraj,42
846,dziewczyny,42
847,uczę,42
848,szpitalu,42
849,światło,42
850,proste,42
851,zacząć,42
852,serce,42
853,razu,42
854,pisze,42
855,potrzebujesz,42
856,początku,42
857,stał,42
858,drodze,41
859,samego,41
860,brzmi,41
861,końca,41
862,palenie,41
863,zrób,41
864,jedynym,41
865,jem,41
866,językiem,41
867,ulubiona,41
868,siostry,41
869,mnóstwo,41
870,golfa,41
871,roboty,41
872,śpi,41
873,idziesz,41
874,śmierci,41
875,pożyczyć,41
876,sport,41
877,powiesz,41
878,zmienić,41
879,matki,41
880,wiadomości,41
881,stronę,41
882,oto,40
883,brata,40
884,znalazłem,40
885,problemu,40
886,pokazać,40
887,byłoby,40
888,jeździć,40
889,miły,40
890,każdym,40
891,muzykę,40
892,padało,40
893,trudne,40
894,jakiego,40
895,przeciwko,40
896,droga,40
897,według,40
898,widzieliśmy,40
899,uważa,39
900,znajduje,39
901,brakuje,39
902,umiesz,39
903,gorąco,39
904,nową,39
905,zostały,39
906,zrobienia,39
907,dziennie,38
908,nazwisko,38
909,dziewczyną,38
910,cześć,38
911,20,38
912,hotelu,38
913,małe,38
914,znacznie,38
915,powinno,38
916,zamierzasz,38
917,niedzielę,38
918,bilet,38
919,muszą,38
920,zostaw,38
921,córka,38
922,sześć,38
923,boi,38
924,uwielbia,38
925,zależy,38
926,nowym,38
927,wysoki,38
928,stracił,38
929,palić,38
930,mięsa,38
931,uwagi,38
932,świetnie,38
933,historię,38
934,następnym,38
935,kobietą,38
936,czymś,38
937,adres,38
938,kochasz,38
939,boston,38
940,tomie,38
941,piosenkę,37
942,czyta,37
943,zgadzam,37
944,wrócę,37
945,dałem,37
946,robią,37
947,długie,37
948,zapytał,37
949,wejść,37
950,dokąd,37
951,śmierć,37
952,kupiła,37
953,uwagę,37
954,cicho,37
955,bogaty,37
956,płaszcz,37
957,płakać,37
958,uciekł,37
959,śpiewać,37
960,marii,37
961,jabłka,36
962,znaczy,36
963,istnieje,36
964,zakupy,36
965,boję,36
966,zadzwonił,36
967,zadzwonić,36
968,niemiecku,36
969,kapelusz,36
970,przykro,36
971,bill,36
972,pochodzi,36
973,słów,36
974,całkowicie,36
975,wziął,36
976,stronie,36
977,razie,36
978,sklep,36
979,lekarzem,36
980,ktokolwiek,36
981,tatoeba,36
982,znaczenia,36
983,aparat,36
984,ptaki,36
985,gitarze,36
986,lepszy,36
987,no,36
988,skończyć,36
989,coraz,36
990,zostawić,36
991,słońca,36
992,lecz,36
993,mieszkał,36
994,sprawy,36
995,rozumiesz,36
996,wyglądał,36
997,wielki,35
998,kina,35
999,szczęśliwa,35
1000,niebo,35
1001,pamiętasz,35
1002,wychodzić,35
1003,niemożliwe,35
1004,kilku,35
1005,ciekawe,35
1006,studentem,35
1007,biura,35
1008,słuchać,35
1009,wakacje,35
1010,poza,35
1011,długi,35
1012,dziadek,35
1013,głośno,35
1014,ojcem,35
1015,ból,35
1016,studentów,35
1017,oczywiście,35
1018,kupiłeś,35
1019,przyjaciela,35
1020,zamknij,35
1021,napisać,35
1022,bóg,35
1023,weekend,35
1024,pracował,35
1025,nosi,35
1026,ostatniej,35
1027,parę,35
1028,napisał,35
1029,jedynie,35
1030,restauracji,35
1031,łóżka,35
1032,języku,34
1033,zadanie,34
1034,potrzebował,34
1035,poznać,34
1036,pociągu,34
1037,pudełko,34
1038,dumny,34
1039,ochotę,34
1040,nowych,34
1041,ogrodzie,34
1042,interesuje,34
1043,czuje,34
1044,wino,34
1045,rodzina,34
1046,przyjęcie,34
1047,pokazał,34
1048,przynajmniej,34
1049,zajęci,34
1050,podróżować,34
1051,pamięć,34
1052,miałeś,34
1053,powiedzenia,34
1054,samochodzie,34
1055,niestety,33
1056,wróciłem,33
1057,dziećmi,33
1058,czarny,33
1059,imprezę,33
1060,przyjechał,33
1061,autobusem,33
1062,kolor,33
1063,mieszkać,33
1064,blisko,33
1065,środku,33
1066,ubrania,33
1067,myśleć,33
1068,najpierw,33
1069,drogie,33
1070,jim,33
1071,poszła,33
1072,wojna,33
1073,pianinie,33
1074,odkąd,33
1075,odpowiedzieć,33
1076,mieszkają,33
1077,kościoła,33
1078,pierwsze,33
1079,znieść,33
1080,obraz,33
1081,każdej,33
1082,imprezie,33
1083,prawa,33
1084,łóżku,33
1085,uważasz,33
1086,psem,33
1087,pytań,33
1088,wiedziałeś,33
1089,zdjęcia,33
1090,wyboru,33
1091,pójdzie,32
1092,biały,32
1093,uważaj,32
1094,leży,32
1095,problemów,32
1096,historia,32
1097,policję,32
1098,nowa,32
1099,broń,32
1100,butelkę,32
1101,okna,32
1102,portfel,32
1103,pomiędzy,32
1104,pijany,32
1105,córki,32
1106,tamten,32
1107,zdrowie,32
1108,lato,32
1109,wystarczy,32
1110,oglądać,32
1111,słyszę,32
1112,sukces,32
1113,wodę,32
1114,bratem,32
1115,jorku,32
1116,strasznie,32
1117,otworzyć,32
1118,siedzi,32
1119,esperanto,32
1120,próbuje,32
1121,wierzy,32
1122,nauczył,32
1123,chciałabym,32
1124,zaczęła,32
1125,zabić,32
1126,otworzył,32
1127,zdecydował,32
1128,złego,32
1129,dowiedzieć,32
1130,spytał,32
1131,myślałam,32
1132,one,31
1133,żadnego,31
1134,czerwone,31
1135,francji,31
1136,obiecał,31
1137,listy,31
1138,zrobisz,31
1139,złe,31
1140,wszędzie,31
1141,hobby,31
1142,spotkaniu,31
1143,gram,31
1144,zapytać,31
1145,chodź,31
1146,głos,31
1147,kolację,31
1148,dała,31
1149,stół,31
1150,rozmawialiśmy,31
1151,wiatr,31
1152,przeczytać,31
1153,ilu,31
1154,skorzystać,31
1155,dziewczynę,31
1156,taka,31
1157,drogi,31
1158,czujesz,31
1159,ziemia,31
1160,słucha,31
1161,żaden,31
1162,usłyszał,31
1163,zjednoczonych,31
1164,najlepszym,31
1165,lunch,31
1166,jednego,31
1167,dobranoc,30
1168,ogród,30
1169,wrażenie,30
1170,wieczór,30
1171,nowej,30
1172,zmienił,30
1173,mike,30
1174,swego,30
1175,inaczej,30
1176,wyjścia,30
1177,najlepiej,30
1178,ulubionym,30
1179,prosić,30
1180,wojny,30
1181,zamiast,30
1182,drogę,30
1183,wszedł,30
1184,szpitala,30
1185,jane,30
1186,ołówek,30
1187,jeździ,30
1188,wygrał,30
1189,zróbmy,30
1190,najszybciej,30
1191,przyjaciele,30
1192,ukradł,30
1193,popatrz,30
1194,pewna,30
1195,usłyszałem,30
1196,zajęta,30
1197,ceny,30
1198,twarzy,30
1199,powody,30
1200,zjadłem,30
1201,innym,30
1202,piję,30
1203,spotkaliśmy,30
1204,jadłem,30
1205,oprócz,30
1206,jazdy,30
1207,chciałby,30
1208,przestać,30
1209,czułem,30
1210,layla,30
1211,japonia,29
1212,lotnisko,29
1213,oznacza,29
1214,świata,29
1215,domowe,29
1216,rozumie,29
1217,prawdy,29
1218,matematyki,29
1219,ann,29
1220,wyszła,29
1221,szóstej,29
1222,deszczu,29
1223,hałas,29
1224,państwo,29
1225,położył,29
1226,poczekać,29
1227,pojechał,29
1228,nauczycielką,29
1229,stacji,29
1230,żyją,29
1231,samochody,29
1232,inni,29
1233,johna,29
1234,odpowiedział,29
1235,chora,29
1236,naszego,29
1237,rozwiązać,29
1238,zdaje,29
1239,zła,29
1240,zdrowy,29
1241,przyszłości,29
1242,grał,29
1243,zajmie,29
1244,mówiłeś,29
1245,miałam,29
1246,ładna,28
1247,nieważne,28
1248,dawna,28
1249,zatrzymał,28
1250,jakąś,28
1251,centrum,28
1252,okulary,28
1253,powinna,28
1254,jenów,28
1255,mężczyźni,28
1256,poszli,28
1257,patrz,28
1258,pewnego,28
1259,muzeum,28
1260,telewizor,28
1261,ulubione,28
1262,pobliżu,28
1263,naprawić,28
1264,biblioteki,28
1265,znał,28
1266,poprosić,28
1267,przekonać,28
1268,złapać,28
1269,zostanę,28
1270,wolny,28
1271,powoli,28
1272,program,28
1273,umrzeć,28
1274,spacer,28
1275,mogło,28
1276,stacja,28
1277,szukam,28
1278,języków,28
1279,niebieski,28
1280,śmiać,28
1281,próbuję,28
1282,macie,28
1283,ostatnie,28
1284,zegarki,28
1285,przychodzi,27
1286,prosto,27
1287,żony,27
1288,przyszłość,27
1289,miesięcy,27
1290,idziemy,27
1291,dostałem,27
1292,cóż,27
1293,wam,27
1294,granicą,27
1295,granicę,27
1296,ziemię,27
1297,biurze,27
1298,mieli,27
1299,jednak,27
1300,wyższy,27
1301,japońskiego,27
1302,twoich,27
1303,wiedzą,27
1304,koncert,27
1305,zająć,27
1306,spróbuj,27
1307,powieść,27
1308,wiosnę,27
1309,rodziny,27
1310,jedzie,27
1311,kłamie,27
1312,firmy,27
1313,trzymaj,27
1314,mocno,27
1315,niczym,27
1316,zostałem,27
1317,godzina,27
1318,jadłeś,27
1319,zeszłej,27
1320,żałuję,27
1321,sukienkę,27
1322,mięso,27
1323,rząd,27
1324,domową,27
1325,dopóki,27
1326,także,27
1327,jedyną,27
1328,chleb,27
1329,używać,27
1330,ostrożny,27
1331,niebezpieczne,27
1332,tomasz,27
1333,powinnam,27
1334,zajmuje,26
1335,sto,26
1336,czekam,26
1337,zgubił,26
1338,czytałem,26
1339,chodzę,26
1340,długopis,26
1341,uciec,26
1342,kłopoty,26
1343,kazał,26
1344,przyjaciel,26
1345,decyzję,26
1346,koń,26
1347,drzewo,26
1348,mieszkasz,26
1349,moimi,26
1350,miesiące,26
1351,pójdziesz,26
1352,więzienia,26
1353,męża,26
1354,powie,26
1355,boga,26
1356,planu,26
1357,zwierzęta,26
1358,gotowi,26
1359,zadzwoń,26
1360,widok,26
1361,problemem,26
1362,radio,26
1363,lepsze,26
1364,biedny,26
1365,statek,26
1366,propozycję,26
1367,cena,26
1368,zoo,26
1369,osobiście,26
1370,czerwony,26
1371,nienawidzi,26
1372,dzwonił,26
1373,musiała,26
1374,grę,26
1375,samej,26
1376,moglibyśmy,26
1377,śpiewa,26
1378,skończył,26
1379,zabił,26
1380,zajęło,26
1381,sobotę,26
1382,widziałam,26
1383,powinnaś,26
1384,wiedziałam,26
1385,ależ,25
1386,okolicy,25
1387,wielkim,25
1388,większe,25
1389,czterech,25
1390,martw,25
1391,energii,25
1392,zakładam,25
1393,koniec,25
1394,zamknięte,25
1395,kieszeni,25
1396,zachowanie,25
1397,ryb,25
1398,krew,25
1399,filmy,25
1400,swoimi,25
1401,usiądź,25
1402,wymaga,25
1403,mogliśmy,25
1404,czasach,25
1405,sklepu,25
1406,stoi,25
1407,następny,25
1408,słuchaj,25
1409,czuł,25
1410,usiadł,25
1411,piękną,25
1412,rady,25
1413,kimś,25
1414,spóźni,25
1415,przestał,25
1416,drugi,25
1417,takim,25
1418,zrobiliśmy,25
1419,pięciu,25
1420,uczniowie,25
1421,sweter,25
1422,czytam,25
1423,minęło,25
1424,potrafisz,25
1425,kobiet,25
1426,szuka,25
1427,nieprawdaż,25
1428,piwa,25
1429,anglii,24
1430,takich,24
1431,spodoba,24
1432,wysłać,24
1433,biegać,24
1434,czeka,24
1435,rachunek,24
1436,poprosiłem,24
1437,mówiąc,24
1438,niektóre,24
1439,europie,24
1440,bob,24
1441,dostał,24
1442,przynieś,24
1443,dobrych,24
1444,przeczytałem,24
1445,drzewa,24
1446,komuś,24
1447,kompletnie,24
1448,parasol,24
1449,klasy,24
1450,chętnie,24
1451,spodnie,24
1452,muzyka,24
1453,ciepło,24
1454,cukru,24
1455,ameryki,24
1456,ptak,24
1457,prawdą,24
1458,jedna,24
1459,niedaleko,24
1460,niewiele,24
1461,skończyło,24
1462,rodzaj,24
1463,chłopcy,24
1464,dobrego,24
1465,tygodnia,24
1466,szansę,24
1467,spodziewałem,24
1468,nogi,24
1469,potem,24
1470,rzucił,24
1471,ciemno,24
1472,błędy,24
1473,sądzisz,24
1474,silny,24
1475,wyjaśnić,24
1476,procent,24
1477,użyć,24
1478,szukałem,24
1479,rzeki,24
1480,zrobimy,24
1481,wy,24
1482,pracujesz,24
1483,widzi,24
1484,wyjął,24
1485,biurku,23
1486,zęby,23
1487,cel,23
1488,odjeżdża,23
1489,skończyła,23
1490,herbaty,23
1491,serca,23
1492,rodzicami,23
1493,ciągu,23
1494,owoce,23
1495,części,23
1496,prysznic,23
1497,zarabia,23
1498,bilety,23
1499,żonę,23
1500,nóż,23
1501,nauczyciela,23
1502,kanady,23
1503,podniósł,23
1504,uczysz,23
1505,dziwny,23
1506,pływa,23
1507,zdjął,23
1508,lesie,23
1509,robimy,23
1510,wielką,23
1511,tygodnie,23
1512,pomaga,23
1513,planuje,23
1514,szefem,23
1515,środka,23
1516,nauka,23
1517,rodzinę,23
1518,czyż,23
1519,usiąść,23
1520,błędów,23
1521,karty,23
1522,ósmej,23
1523,zainteresowany,23
1524,jasne,23
1525,poradził,23
1526,gotowa,23
1527,martwi,23
1528,zostawiłem,23
1529,imienia,23
1530,tamtym,23
1531,wrócisz,23
1532,zobaczenia,23
1533,doświadczenie,23
1534,dziwnie,23
1535,całym,23
1536,mądry,23
1537,zacząłem,23
1538,bibliotece,23
1539,pomogę,23
1540,zapomniał,23
1541,tata,23
1542,zrobili,23
1543,usłyszeć,23
1544,wydarzyło,23
1545,godzinie,23
1546,potworem,23
1547,niemczech,23
1548,raka,22
1549,zdarzyło,22
1550,urodził,22
1551,spróbuję,22
1552,braci,22
1553,sen,22
1554,takiej,22
1555,uszy,22
1556,kwiatów,22
1557,sytuacja,22
1558,robiłeś,22
1559,zobaczyłem,22
1560,składa,22
1561,krzesło,22
1562,jezioro,22
1563,piosenka,22
1564,jutra,22
1565,zadzwonię,22
1566,zrobione,22
1567,metra,22
1568,mogli,22
1569,wielkie,22
1570,trudny,22
1571,słyszałeś,22
1572,pali,22
1573,mężczyzną,22
1574,wychodzi,22
1575,pasuje,22
1576,budynku,22
1577,nauki,22
1578,jednej,22
1579,zasady,22
